week,elAppWT,elScanWT,urScanWT,OT
0,14.518206,0.194644,3.503020,0.951357
1,19.105207,0.160178,3.045924,0.579603
2,16.124881,0.162222,3.531340,0.819541
3,24.328769,0.191419,2.836782,0.541605
4,15.495349,0.146471,3.090486,0.989087
5,14.649402,0.172542,3.015862,0.561913
6,13.384355,0.130521,3.789416,1.724253
7,12.448406,0.158334,3.471605,0.511650
8,21.985771,0.169341,3.902564,1.054591
9,20.952635,0.169544,2.075488,0.429190
10,13.846014,0.168538,3.359232,0.889197
11,29.209495,0.195605,3.948669,1.856647
12,38.257356,0.194940,2.525661,0.587374
13,24.121670,0.175879,3.561761,0.942096
14,9.468168,0.183006,3.168603,0.569550
15,10.475988,0.170622,3.249009,1.064558
16,12.853649,0.140864,3.606332,1.532080
17,11.327384,0.162158,3.140349,0.204680
18,18.747418,0.209212,3.429016,0.647855
19,15.680832,0.177648,2.980587,0.194477
20,13.457334,0.182597,3.809073,1.197564
21,14.035457,0.115662,3.765970,0.533956
22,9.817669,0.221255,2.983872,0.853786
23,11.364321,0.134431,3.360798,1.324390
24,15.301900,0.178785,3.914126,1.326450
25,10.525409,0.196315,2.377390,0.195538
26,14.070159,0.152189,3.475953,0.891544
27,15.212779,0.169431,3.963847,0.483260
28,18.555969,0.203681,3.863744,0.605346
29,18.995722,0.192307,2.851862,0.574824
30,20.018304,0.181815,3.731448,0.644932
31,22.117418,0.183839,3.015158,0.979937
32,16.616449,0.176097,1.515326,0.182828
33,18.640381,0.176865,2.380459,0.209461
34,9.964724,0.158265,2.828013,0.842882
35,9.821695,0.208882,3.561735,0.828409
36,9.819190,0.151040,2.851496,1.021441
37,7.868349,0.181701,2.837016,0.340988
38,10.941973,0.139158,2.706822,0.526660
39,12.545577,0.182045,3.434631,0.877801
40,22.465040,0.230301,3.601339,1.386801
41,22.810713,0.188162,3.624901,0.509527
42,26.857320,0.171436,3.083751,0.645463
43,21.803177,0.183844,4.203194,0.730773
44,18.328353,0.181023,3.110545,0.888915
45,11.046596,0.163469,3.377441,1.236166
46,12.674446,0.198737,3.405857,1.072667
47,10.636759,0.137715,3.112812,0.982541
48,17.937022,0.181246,2.423848,0.205528
49,18.651810,0.196384,2.455105,0.493491
50,23.976571,0.174567,2.391367,0.606894
51,25.353823,0.189979,2.787811,0.531386
52,31.076075,0.144275,3.348130,0.684599
53,25.034340,0.168761,3.939347,1.353702
54,13.046553,0.178770,3.128890,1.404494
55,9.637595,0.185404,2.923803,0.637858
56,11.659317,0.165295,4.138742,1.060037
57,17.183533,0.180867,4.171270,1.250283
58,17.638733,0.161049,3.218018,0.663967
59,9.979860,0.172871,3.043838,0.219171
60,9.803819,0.184002,3.261865,0.305319
61,12.099768,0.175874,2.451653,1.047058
62,12.565987,0.189555,4.034707,0.995949
63,22.320325,0.210539,3.532214,0.644601
64,26.009279,0.178030,3.202457,0.826978
65,28.932682,0.180114,3.445815,0.286792
66,24.127289,0.202784,3.638667,1.594139
67,8.713821,0.171129,3.289191,0.863723
68,16.577564,0.151615,3.902815,0.923920
69,12.873027,0.177132,3.458857,0.708059
70,13.263846,0.161984,4.202802,1.135638
71,11.069207,0.185837,3.460110,0.177097
72,10.406738,0.147228,3.655484,1.673109
73,15.513103,0.175571,2.381482,0.871940
74,8.490232,0.162385,2.572341,0.962848
75,7.913108,0.125484,3.517135,0.779581
76,12.290802,0.189715,3.157533,0.562144
77,9.466606,0.155817,2.728179,0.494051
78,7.466709,0.141638,4.050830,0.364929
79,11.257647,0.148176,2.791608,0.838437
80,16.831596,0.182563,4.111323,0.271692
81,12.662058,0.151248,2.868308,0.611980
82,18.077935,0.179163,3.797361,0.954567
83,17.392055,0.149963,3.135835,0.821749
84,9.221581,0.183640,3.891281,1.007440
85,12.077982,0.165694,2.779600,0.589313
86,11.594096,0.183182,4.687172,0.623825
87,11.711066,0.180236,3.527433,0.896864
88,10.439767,0.160215,3.157055,0.569996
89,14.503919,0.171960,3.721230,1.472790
90,16.995045,0.179693,2.655421,0.526936
91,14.057506,0.137874,3.250899,0.721219
92,9.065170,0.138360,3.771583,1.076641
93,11.282069,0.190924,4.026042,1.401610
94,18.764019,0.186400,2.069398,0.487326
95,23.722157,0.185997,3.365265,0.540728
96,17.081727,0.186184,3.217888,0.551167
97,10.922910,0.176744,3.692453,0.214963
98,11.778980,0.166475,3.577168,0.303580
99,9.012778,0.151378,3.035653,0.781684
